FAC_ID,YEAR,MONTH,TN_LOAD_KG_MO,TP_LOAD_KG_MO,FLOW_MGD,flow_source,NH4N_MG_L,NH4N_source,NO2NO3N_MG_L,NO2NO3N_source,TKN_MG_L,TKN_source,PO4_MG_L,PO4_source,TN_MG_L,TN_source,TP_MG_L,TP_source
WA0000761,2005,1,703.63,172.76,3.68,1,1.63,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,2,1271.08,125.09,2.95,1,4.06,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,3,844.36,145.53,3.1,1,2.32,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,4,953.31,163.56,3.6,1,2.33,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,5,1688.72,137.55,2.93,1,4.91,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,6,408.56,140.38,3.09,1,1.16,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,7,703.63,140.84,3,1,2,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,8,703.63,146,3.11,1,1.93,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,9,408.56,140.38,3.09,1,1.16,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,10,422.18,154.45,3.29,1,1.09,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,11,272.37,174.46,3.84,1,0.62,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2005,12,562.91,149.29,3.18,1,1.51,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,1,42.22,183.09,3.9,1,0.09,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,2,127.11,133.57,3.15,1,0.38,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,3,1125.81,132.86,2.83,1,3.39,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,4,272.37,134.93,2.97,1,0.81,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,5,717.71,119.24,2.54,1,2.41,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,6,217.9,121.3,2.67,1,0.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,7,661.42,121.12,2.58,1,2.18,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,8,619.2,124.88,2.66,1,1.98,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,9,326.85,140.84,3.1,1,0.93,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,10,281.45,143.66,3.06,1,0.78,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,11,1035.02,203.99,4.49,1,2.03,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2006,12,1322.83,189.19,4.03,1,2.8,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,1,534.76,206.09,4.39,1,1.04,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,2,241.51,137.81,3.25,1,0.7,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,3,126.65,164.31,3.5,1,0.31,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,4,95.33,132.21,2.91,1,0.29,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,5,168.87,131.45,2.8,1,0.51,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,6,95.33,140.38,3.09,1,0.27,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,7,70.36,144.13,3.07,1,0.2,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,8,1322.83,146,3.11,1,3.62,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,9,68.09,129.94,2.86,1,0.21,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,10,267.38,151.64,3.23,1,0.71,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,11,258.76,142.2,3.13,1,0.73,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2007,12,365.89,159.62,3.4,1,0.92,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,1,140.73,145.53,3.1,1,0.39,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,2,228.79,156.47,3.69,1,0.58,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,3,295.53,152.11,3.24,1,0.78,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,4,163.42,129.94,2.86,1,0.5,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,5,745.85,136.61,2.91,1,2.18,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,6,354.09,120.85,2.66,1,1.17,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,7,703.63,114.55,2.44,1,2.46,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,8,281.45,121.12,2.58,1,0.93,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,9,272.37,117.21,2.58,1,0.93,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,10,703.63,123,2.62,1,2.29,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,11,817.12,167.19,3.68,1,1.95,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2008,12,422.18,159.15,3.39,1,1.06,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,1,267.38,170.65,3.635,1,0.63,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,2,254.22,110.04,2.595,1,0.92,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,3,140.73,121.17,2.581,1,0.46,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,4,136.19,129.16,2.843,1,0.42,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,5,422.18,133.14,2.836,1,1.27,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,6,544.75,108.45,2.387,1,2.01,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,7,281.45,103.19,2.198,1,1.09,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,8,422.18,114.64,2.442,1,1.47,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,9,272.37,107.27,2.361,1,1.02,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,10,281.45,165.02,3.515,1,0.68,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,11,0,158.97,3.499,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2009,12,0,129.15,2.751,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,1,0,164.27,3.499,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,2,0,127.72,3.012,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,3,562.91,136.05,2.898,1,1.65,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,4,136.19,122.62,2.699,1,0.44,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,5,140.73,99.06,2.11,1,0.57,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,6,0,72.74,1.601,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,7,140.73,66.05,1.407,1,0.85,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,8,140.73,45.73,0.974,1,1.23,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,9,136.19,87.5,1.926,1,0.62,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,10,140.73,104.93,2.235,1,0.54,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,11,0,145.16,3.195,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2010,12,0,157.41,3.353,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,1,140.73,170.37,3.629,1,0.33,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,2,254.22,123.31,2.908,1,0.82,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,3,281.45,128.82,2.744,1,0.87,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,4,408.56,131.03,2.884,1,1.25,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,5,140.73,127.04,2.706,1,0.44,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,6,272.37,91.05,2.004,1,1.2,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,7,140.73,101.87,2.17,1,0.55,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,8,140.73,121.4,2.586,1,0.46,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,9,408.56,129.44,2.849,1,1.26,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,10,281.45,122.95,2.619,1,0.92,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,11,0,127.62,2.809,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2011,12,0,127.74,2.721,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,1,140.73,129.76,2.764,1,0.43,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,2,127.11,149,3.514,1,0.34,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,3,0,141.4,3.012,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,4,136.19,143.11,3.15,1,0.38,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,5,281.45,128.54,2.738,1,0.88,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,6,136.19,117.9,2.595,1,0.46,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,7,844.36,106.52,2.269,1,3.17,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,8,140.73,110,2.343,1,0.51,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,9,136.19,101.9,2.243,1,0.53,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,10,140.73,126.94,2.704,1,0.44,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,11,272.37,138.25,3.043,1,0.79,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2012,12,140.73,151.26,3.222,1,0.37,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,1,140.73,136.24,2.902,1,0.41,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,2,0,129.41,3.052,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,3,703.63,120.93,2.576,1,2.33,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,4,136.19,135.48,2.982,1,0.4,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,5,844.36,123.42,2.629,1,2.74,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,6,680.94,124.12,2.732,1,2.19,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,7,1125.81,108.26,2.306,1,4.16,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,8,422.18,97.6,2.079,1,1.73,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,9,136.19,125.26,2.757,1,0.43,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,10,140.73,125.49,2.673,1,0.45,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,11,272.37,142.66,3.14,1,0.76,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2013,12,281.45,144.74,3.083,1,0.78,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,1,140.73,147.27,3.137,1,0.38,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,2,127.11,129.67,3.058,1,0.39,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,3,281.45,136.47,2.907,1,0.82,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,4,272.37,108.4,2.386,1,1.01,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,5,0,136.71,2.912,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,6,136.19,106.81,2.351,1,0.51,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,7,281.45,119.9,2.554,1,0.94,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,8,422.18,126.05,2.685,1,1.34,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,9,408.56,117.03,2.576,1,1.4,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,10,422.18,141.45,3.013,1,1.19,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,11,136.19,135.3,2.978,1,0.4,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2014,12,422.18,134.88,2.873,1,1.25,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,1,422.18,171.82,3.66,1,0.98,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,2,381.32,130.81,3.085,1,1.17,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,3,506.62,131.57,2.80255,1,1.54,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,4,2836.1,116.72,2.56903,1,9.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,5,443.29,143.48,3.05616,1,1.24,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,6,386.77,106.58,2.34597,1,1.45,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,7,130.17,96.92,2.06458,1,0.54,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,8,394.03,82.14,1.74955,1,1.92,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,9,343.87,115.03,2.53187,1,1.2,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,10,816.21,120.05,2.55719,1,2.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,11,310.51,162.26,3.5715,1,0.77,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2015,12,777.51,197.07,4.19768,1,1.58,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,1,757.46,188.04,4.00539,1,1.61,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,2,666.05,161.69,3.8131,1,1.65,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,3,450.33,138.91,2.95881,1,1.3,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,4,650.29,134.63,2.96327,1,1.93,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,5,866.88,118.77,2.52997,1,2.92,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,6,878.41,119.16,2.6229,1,2.95,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,7,573.46,114.75,2.44435,1,2,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,8,579.79,117.43,2.50132,1,1.97,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,9,384.73,115,2.5313,1,1.34,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,10,129.47,153.21,3.26342,1,0.34,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,11,146.4,182.36,4.01387,1,0.32,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2016,12,415.14,148.21,3.157,1,1.12,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,1,211.62,129.44,2.75716,1,0.65,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,2,468.42,125.73,2.96511,1,1.49,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,3,807.5,164.16,3.49671,1,1.97,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,4,811.77,112.44,2.4749,1,2.89,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,5,392.61,136.6,2.90977,1,1.15,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,6,1013.87,135.21,2.976,1,3,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,7,375.91,141.72,3.01874,1,1.06,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,8,320.22,115.6,2.46229,1,1.11,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,9,346.94,122.72,2.70123,1,1.13,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,10,398.18,151.05,3.21758,1,1.05,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,11,926.29,166.54,3.6657,1,2.22,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2017,12,400.27,151.94,3.23655,1,1.05,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,1,211.62,177.98,3.7911,1,0.48,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,2,540.73,167.93,3.96032,1,1.29,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,3,0,153.41,3.26771,1,0,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,4,390.73,166.86,3.67267,1,0.94,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,5,1465.34,140.69,2.99677,1,4.17,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,6,1286.7,115.28,2.53747,1,4.46,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,7,746.24,134.06,2.85568,1,2.23,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,8,417.67,125.44,2.67197,1,1.33,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,9,319.99,129.41,2.84833,1,0.99,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,10,428.81,148.29,3.15874,1,1.16,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,11,350.31,174.25,3.8355,1,0.8,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2018,12,570.82,174.07,3.70794,1,1.31,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,1,153.15,156.82,3.34048,1,0.39,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,2,298.66,125.16,2.95175,1,0.95,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,3,268.01,148.94,3.17252,1,0.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,4,323.36,143.22,3.1523,1,0.9,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,5,678.72,136.9,2.91603,1,1.98,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,6,633.25,136.53,3.0051,1,1.86,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,7,526.27,150.25,3.20052,1,1.4,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,8,320.22,177.12,3.77274,1,0.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,9,404.2,156.8,3.45133,1,1.03,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,10,843.22,158.52,3.37663,1,2.13,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,11,1209.23,150.01,3.30193,1,3.22,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2019,12,228.33,158.78,3.38213,1,0.58,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,1,400.27,222.8,4.74574,1,0.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,2,355.25,196.09,4.62452,1,0.72,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,3,1007.98,168.23,3.58348,1,2.4,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,4,781.45,138.31,3.0444,1,2.26,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,5,494.25,127.74,2.721,1,1.55,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,6,231.74,124.88,2.74883,1,0.74,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,7,135.74,137.92,2.93777,1,0.39,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,8,431.6,135.53,2.887,1,1.27,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,9,478.3,131.66,2.898,1,1.45,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,10,198.39,150.33,3.20226,1,0.53,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,11,172.46,156.7,3.44907,1,0.44,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000761,2020,12,386.35,174.8,3.72339,1,0.88,1,.,NA,.,NA,0.4,4,.,6,0.4,5
WA0000850,2005,1,1396.46,4600.09,23.33,1,.,NA,0.05,2,0.46,2,.,NA,0.51,1,1.68,2
WA0000850,2005,2,1161.11,3663.93,24.34,1,.,NA,0.01,2,0.44,2,.,NA,0.45,1,1.42,2
WA0000850,2005,3,1309.1,4699.34,28.6,1,.,NA,0.01,2,0.38,2,.,NA,0.39,1,1.4,2
WA0000850,2005,4,1282.78,4093.99,24.03,1,.,NA,0.01,2,0.46,2,.,NA,0.47,1,1.5,2
WA0000850,2005,5,1277.41,4470.94,27.21,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2005,6,1174.29,4215.41,26.51,1,.,NA,0.01,2,0.38,2,.,NA,0.39,1,1.4,2
WA0000850,2005,7,1298.57,4661.54,28.37,1,.,NA,0.01,2,0.38,2,.,NA,0.39,1,1.4,2
WA0000850,2005,8,1284.45,4495.59,27.36,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2005,9,1282.78,4093.99,24.03,1,.,NA,0.01,2,0.46,2,.,NA,0.47,1,1.5,2
WA0000850,2005,10,1285.51,4056.5,24.34,1,.,NA,0.01,2,0.44,2,.,NA,0.45,1,1.42,2
WA0000850,2005,11,1628.51,5347.35,21.4,1,.,NA,0.16,2,0.51,2,.,NA,0.67,1,2.2,2
WA0000850,2005,12,1669.3,5488.45,21.55,1,.,NA,0.16,2,0.5,2,.,NA,0.66,1,2.17,2
WA0000850,2006,1,1701.53,5554.98,21.32,1,.,NA,0.17,2,0.51,2,.,NA,0.68,1,2.22,2
WA0000850,2006,2,1634.71,5029.87,19.77,1,.,NA,0.22,2,0.56,2,.,NA,0.78,1,2.4,2
WA0000850,2006,3,1825.89,5765.96,20.47,1,.,NA,0.22,2,0.54,2,.,NA,0.76,1,2.4,2
WA0000850,2006,4,1530.48,5068.14,22.09,1,.,NA,0.12,2,0.49,2,.,NA,0.61,1,2.02,2
WA0000850,2006,5,1204.93,4114.38,25.04,1,.,NA,0.01,2,0.4,2,.,NA,0.41,1,1.4,2
WA0000850,2006,6,1184.48,4251.98,26.74,1,.,NA,0.01,2,0.38,2,.,NA,0.39,1,1.4,2
WA0000850,2006,7,1291.97,4521.88,27.52,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2006,8,1219.2,4267.19,25.97,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2006,9,1162.15,4067.53,25.58,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2006,10,1471.12,4894.83,22.79,1,.,NA,0.08,2,0.47,2,.,NA,0.55,1,1.83,2
WA0000850,2006,11,1575.65,5102.1,22.02,1,.,NA,0.13,2,0.5,2,.,NA,0.63,1,2.04,2
WA0000850,2006,12,1738.43,5612.63,21.16,1,.,NA,0.18,2,0.52,2,.,NA,0.7,1,2.26,2
WA0000850,2007,1,1861.8,5656.1,20.08,1,.,NA,0.22,2,0.57,2,.,NA,0.79,1,2.4,2
WA0000850,2007,2,1536.86,5017.4,21.32,1,.,NA,0.17,2,0.51,2,.,NA,0.68,1,2.22,2
WA0000850,2007,3,1808.02,5785.67,20.54,1,.,NA,0.21,2,0.54,2,.,NA,0.75,1,2.4,2
WA0000850,2007,4,1342.52,4296.05,23.64,1,.,NA,0.03,2,0.47,2,.,NA,0.5,1,1.6,2
WA0000850,2007,5,1252.1,4076.59,24.81,1,.,NA,0.01,2,0.42,2,.,NA,0.43,1,1.4,2
WA0000850,2007,6,1190.32,4166.11,26.2,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2007,7,1238.15,4444.65,27.05,1,.,NA,0.01,2,0.38,2,.,NA,0.39,1,1.4,2
WA0000850,2007,8,1208.4,4337.85,26.4,1,.,NA,0.01,1,0.38,1,.,NA,0.39,1,1.4,1
WA0000850,2007,9,1211.22,3943.5,24.8,1,.,NA,0.01,1,0.42,1,.,NA,0.43,1,1.4,1
WA0000850,2007,10,1187.74,4157.1,25.3,1,.,NA,0.01,1,0.39,1,.,NA,0.4,1,1.4,1
WA0000850,2007,11,1538.1,5017.74,22.2,1,.,NA,0.12,2,0.49,2,.,NA,0.61,1,1.99,2
WA0000850,2007,12,1821.76,5605.4,19.9,1,.,NA,0.22,2,0.56,2,.,NA,0.78,1,2.4,2
WA0000850,2008,1,1733.5,5671.01,21.1,1,.,NA,0.18,2,0.52,2,.,NA,0.7,1,2.29,2
WA0000850,2008,2,1580.58,5142.45,21,1,.,NA,0.19,2,0.52,2,.,NA,0.71,1,2.31,2
WA0000850,2008,3,1682.79,5525.59,21.4,1,.,NA,0.16,2,0.51,2,.,NA,0.67,1,2.2,2
WA0000850,2008,4,1798.43,5533.62,20.3,1,.,NA,0.22,2,0.56,2,.,NA,0.78,1,2.4,2
WA0000850,2008,5,1524.82,5100.26,22.4,1,.,NA,0.1,2,0.48,2,.,NA,0.58,1,1.94,2
WA0000850,2008,6,1345.92,4306.95,23.7,1,.,NA,0.03,2,0.47,2,.,NA,0.5,1,1.6,2
WA0000850,2008,7,1201.83,4206.4,25.6,1,.,NA,0.01,2,0.39,2,.,NA,0.4,1,1.4,2
WA0000850,2008,8,1322.83,4748.63,28.9,1,.,NA,0.01,2,0.38,2,.,NA,0.39,1,1.4,2
WA0000850,2008,9,1173.51,4007.1,25.2,1,.,NA,0.01,2,0.4,2,.,NA,0.41,1,1.4,2
WA0000850,2008,10,1311.92,4106.87,24.3,1,.,NA,0.01,2,0.45,2,.,NA,0.46,1,1.44,2
WA0000850,2008,11,1384.54,4649.97,23,1,.,NA,0.07,2,0.46,2,.,NA,0.53,1,1.78,2
