carr, -2.1
case, -2.3
commencement, -0.3
crescent, -0.6
dabob, -4.7
dyes, -1.8
elliot, -0.6
holmes, -4.7
lynchcove, -4.9
penn, -0.9
portsusan, -3.5
quartermaster, -2.9
sinclair, -1.7
