carr, -7.6
case, -3.5
commencement, -3.3
crescent, -1.1
dabob, -9.7
dyes, -1.6
elliot, -2.0
holmes, -5.2
lynchcove, -4.6
penn, -1.4
portsusan, -4.1
quartermaster, -0.6
sinclair, -0.6
