#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 07 07 14 999  2.3 99.0 99.00 99.00 99.00 999 1016.0   1.0 999.0 999.0 99.0 99.00
2017 01 07 07 23 999  2.0 99.0 99.00 99.00 99.00 999 1015.9   1.0 999.0 999.0 99.0 99.00
2017 01 07 07 31 999  1.9 99.0 99.00 99.00 99.00 999 1015.9   1.0 999.0 999.0 99.0 99.00
2017 01 07 07 49 999  2.6 99.0 99.00 99.00 99.00 999 1016.0   0.7 999.0 999.0 99.0 99.00
2017 01 07 07 58 999  2.8 99.0 99.00 99.00 99.00 999 1015.9   0.5 999.0 999.0 99.0 99.00
2017 01 07 08 07 999  2.7 99.0 99.00 99.00 99.00 999 1016.0   0.7 999.0 999.0 99.0 99.00
2017 01 07 08 16 999  1.1 99.0 99.00 99.00 99.00 999 1016.0   0.9 999.0 999.0 99.0 99.00
2017 01 07 09 36 999  1.5 99.0 99.00 99.00 99.00 999 1015.8   0.4 999.0 999.0 99.0 99.00
2017 01 07 09 45 999  1.2 99.0 99.00 99.00 99.00 999 1015.8   0.7 999.0 999.0 99.0 99.00
2017 01 07 09 53 999  2.2 99.0 99.00 99.00 99.00 999 1015.7   1.3 999.0 999.0 99.0 99.00
2017 01 07 10 02 999  3.5 99.0 99.00 99.00 99.00 999 1015.6   1.2 999.0 999.0 99.0 99.00
2017 01 07 10 11 999  3.3 99.0 99.00 99.00 99.00 999 1015.7   1.0 999.0 999.0 99.0 99.00
2017 01 07 10 29 999  2.3 99.0 99.00 99.00 99.00 999 1015.6   0.9 999.0 999.0 99.0 99.00
2017 01 07 10 38 999  2.3 99.0 99.00 99.00 99.00 999 1015.6   0.8 999.0 999.0 99.0 99.00
2017 01 07 10 47 999  1.9 99.0 99.00 99.00 99.00 999 1015.6   0.7 999.0 999.0 99.0 99.00
2017 01 07 10 56 999  1.6 99.0 99.00 99.00 99.00 999 1015.6   0.9 999.0 999.0 99.0 99.00
2017 01 07 11 04 999  1.2 99.0 99.00 99.00 99.00 999 1015.7   0.8 999.0 999.0 99.0 99.00
2017 01 07 11 13 999  1.5 99.0 99.00 99.00 99.00 999 1015.8   0.9 999.0 999.0 99.0 99.00
2017 01 07 11 22 999  2.4 99.0 99.00 99.00 99.00 999 1015.6   0.9 999.0 999.0 99.0 99.00
2017 01 07 11 31 999  2.6 99.0 99.00 99.00 99.00 999 1015.3   0.9 999.0 999.0 99.0 99.00
2017 01 07 11 49 999  2.7 99.0 99.00 99.00 99.00 999 1014.9   0.9 999.0 999.0 99.0 99.00
2017 01 07 11 58 999  2.8 99.0 99.00 99.00 99.00 999 1014.9   1.2 999.0 999.0 99.0 99.00
2017 01 07 12 07 999  3.5 99.0 99.00 99.00 99.00 999 1014.7   0.6 999.0 999.0 99.0 99.00
2017 01 07 12 15 999  2.8 99.0 99.00 99.00 99.00 999 1014.9   0.4 999.0 999.0 99.0 99.00
2017 01 07 12 24 999  3.0 99.0 99.00 99.00 99.00 999 1014.7   0.4 999.0 999.0 99.0 99.00
2017 01 07 12 33 999  2.8 99.0 99.00 99.00 99.00 999 1014.7   0.4 999.0 999.0 99.0 99.00
2017 01 07 12 42 999  3.1 99.0 99.00 99.00 99.00 999 1014.5   0.7 999.0 999.0 99.0 99.00
2017 01 07 12 51 999  2.5 99.0 99.00 99.00 99.00 999 1014.5   0.4 999.0 999.0 99.0 99.00
2017 01 07 13 09 999  2.4 99.0 99.00 99.00 99.00 999 1014.1   0.4 999.0 999.0 99.0 99.00
2017 01 07 13 18 999  2.8 99.0 99.00 99.00 99.00 999 1014.0   0.4 999.0 999.0 99.0 99.00
2017 01 07 13 26 999  3.2 99.0 99.00 99.00 99.00 999 1014.0   0.0 999.0 999.0 99.0 99.00
2017 01 07 13 35 999  3.1 99.0 99.00 99.00 99.00 999 1013.8   0.4 999.0 999.0 99.0 99.00
2017 01 07 13 44 999  3.5 99.0 99.00 99.00 99.00 999 1013.7   0.1 999.0 999.0 99.0 99.00
2017 01 07 13 53 999  4.4 99.0 99.00 99.00 99.00 999 1013.4   0.1 999.0 999.0 99.0 99.00
2017 01 07 14 02 999  4.9 99.0 99.00 99.00 99.00 999 1013.4   0.1 999.0 999.0 99.0 99.00
2017 01 07 14 11 999  4.4 99.0 99.00 99.00 99.00 999 1013.3   0.2 999.0 999.0 99.0 99.00
2017 01 07 14 29 999  3.4 99.0 99.00 99.00 99.00 999 1013.0   0.3 999.0 999.0 99.0 99.00
2017 01 07 14 37 999  3.3 99.0 99.00 99.00 99.00 999 1012.8   0.3 999.0 999.0 99.0 99.00
2017 01 07 14 46 999  3.8 99.0 99.00 99.00 99.00 999 1012.5   0.3 999.0 999.0 99.0 99.00
2017 01 07 14 55 999  3.7 99.0 99.00 99.00 99.00 999 1012.3   0.5 999.0 999.0 99.0 99.00
2017 01 07 15 04 999  3.8 99.0 99.00 99.00 99.00 999 1012.5   0.6 999.0 999.0 99.0 99.00
2017 01 07 15 13 999  2.9 99.0 99.00 99.00 99.00 999 1012.5   0.6 999.0 999.0 99.0 99.00
2017 01 07 15 22 999  3.9 99.0 99.00 99.00 99.00 999 1012.3   0.5 999.0 999.0 99.0 99.00
2017 01 07 15 40 999  4.3 99.0 99.00 99.00 99.00 999 1012.1   0.6 999.0 999.0 99.0 99.00
2017 01 07 15 48 999  3.8 99.0 99.00 99.00 99.00 999 1012.1   0.8 999.0 999.0 99.0 99.00
2017 01 07 15 57 999  4.3 99.0 99.00 99.00 99.00 999 1012.1   1.2 999.0 999.0 99.0 99.00
