time,inlet,layer,DO_mgL
2017-05-18,commencement (CMB003),surface,9.405854056034958
2017-05-19,commencement (CMB003),surface,9.48878889568917
2017-05-20,commencement (CMB003),surface,9.759225238911712
2017-05-21,commencement (CMB003),surface,10.260542020292371
2017-05-22,commencement (CMB003),surface,11.444363836047755
2017-05-23,commencement (CMB003),surface,11.77572381259123
2017-05-24,commencement (CMB003),surface,11.419222692362325
2017-05-25,commencement (CMB003),surface,11.711665065884368
2017-05-26,commencement (CMB003),surface,11.841817302772542
2017-05-27,commencement (CMB003),surface,11.748866787426154
2017-05-28,commencement (CMB003),surface,11.646899477237927
2017-05-29,commencement (CMB003),surface,11.417066737786731
2017-05-30,commencement (CMB003),surface,11.0861778291898
2017-05-31,commencement (CMB003),surface,10.635037904643001
2017-06-01,commencement (CMB003),surface,10.098530010182028
2017-06-02,commencement (CMB003),surface,9.916226907641141
2017-06-03,commencement (CMB003),surface,9.809168606941322
2017-06-04,commencement (CMB003),surface,9.946346198481764
2017-06-05,commencement (CMB003),surface,10.300125475495927
2017-06-06,commencement (CMB003),surface,11.140295239719805
2017-06-07,commencement (CMB003),surface,11.67824285390022
2017-06-08,commencement (CMB003),surface,11.537093793194952
2017-06-09,commencement (CMB003),surface,10.836252400497987
2017-06-10,commencement (CMB003),surface,10.403578254602964
2017-06-11,commencement (CMB003),surface,10.294063271037471
2017-06-12,commencement (CMB003),surface,10.098366399182593
2017-06-13,commencement (CMB003),surface,9.774344689459584
2017-06-14,commencement (CMB003),surface,9.697593298146788
2017-06-15,commencement (CMB003),surface,9.684156320375644
2017-06-16,commencement (CMB003),surface,9.368228351775178
2017-06-17,commencement (CMB003),surface,9.33435418979025
2017-06-18,commencement (CMB003),surface,9.463504255981887
2017-06-19,commencement (CMB003),surface,9.507263241747332
2017-06-20,commencement (CMB003),surface,9.950747833995502
2017-06-21,commencement (CMB003),surface,9.982028793718817
2017-06-22,commencement (CMB003),surface,10.441470779805634
2017-06-23,commencement (CMB003),surface,10.607204616139365
2017-06-24,commencement (CMB003),surface,10.646946680143655
2017-06-25,commencement (CMB003),surface,10.627855108220128
2017-06-26,commencement (CMB003),surface,10.687231359672966
2017-06-27,commencement (CMB003),surface,10.416760081675774
2017-06-28,commencement (CMB003),surface,10.298777479800833
2017-06-29,commencement (CMB003),surface,10.042507338107278
2017-06-30,commencement (CMB003),surface,9.708238941023524
2017-07-01,commencement (CMB003),surface,9.876568842141685
2017-07-02,commencement (CMB003),surface,10.230985494633918
2017-07-03,commencement (CMB003),surface,10.351429992942826
2017-07-04,commencement (CMB003),surface,11.091250334541723
2017-07-05,commencement (CMB003),surface,11.549771729074399
2017-07-06,commencement (CMB003),surface,11.908565671808551
2017-07-07,commencement (CMB003),surface,11.855371097833588
2017-07-08,commencement (CMB003),surface,11.54229161405639
2017-07-09,commencement (CMB003),surface,11.235198433250803
2017-07-10,commencement (CMB003),surface,11.1985263855087
2017-07-11,commencement (CMB003),surface,11.395486783489655
2017-07-12,commencement (CMB003),surface,11.454650609103698
2017-07-13,commencement (CMB003),surface,11.451142992477404
2017-07-14,commencement (CMB003),surface,11.256272540929773
2017-07-15,commencement (CMB003),surface,11.444789726202789
2017-07-16,commencement (CMB003),surface,10.79326000532758
2017-07-17,commencement (CMB003),surface,10.728430450904327
2017-07-18,commencement (CMB003),surface,10.913639952165333
2017-07-19,commencement (CMB003),surface,10.900031075346273
2017-07-20,commencement (CMB003),surface,10.365046163867008
2017-07-21,commencement (CMB003),surface,9.848873302534896
2017-07-22,commencement (CMB003),surface,9.651150228200617
2017-07-23,commencement (CMB003),surface,9.385685400834834
2017-07-24,commencement (CMB003),surface,9.365137532663573
2017-07-25,commencement (CMB003),surface,9.580159408420766
2017-07-26,commencement (CMB003),surface,9.7605193404977
2017-07-27,commencement (CMB003),surface,9.68684908544229
2017-07-28,commencement (CMB003),surface,9.74401451384709
2017-07-29,commencement (CMB003),surface,9.67441659173564
2017-07-30,commencement (CMB003),surface,9.964352470720625
2017-07-31,commencement (CMB003),surface,10.222213263524786
2017-08-01,commencement (CMB003),surface,10.098092192187433
2017-08-02,commencement (CMB003),surface,10.244228345591893
2017-08-03,commencement (CMB003),surface,10.284133161343343
2017-08-04,commencement (CMB003),surface,10.361136362883961
2017-08-05,commencement (CMB003),surface,10.365902497749081
2017-08-06,commencement (CMB003),surface,10.14619716312183
2017-08-07,commencement (CMB003),surface,9.978212561605396
2017-08-08,commencement (CMB003),surface,9.959458051185191
2017-08-09,commencement (CMB003),surface,9.964060169492466
2017-08-10,commencement (CMB003),surface,10.038556026103373
2017-08-11,commencement (CMB003),surface,10.194688295417805
2017-08-12,commencement (CMB003),surface,9.766177551692849
2017-08-13,commencement (CMB003),surface,8.990336506341166
2017-08-14,commencement (CMB003),surface,8.540865689742896
2017-08-15,commencement (CMB003),surface,8.533857773329077
2017-08-16,commencement (CMB003),surface,9.003734783778553
2017-08-17,commencement (CMB003),surface,9.141547182808058
2017-08-18,commencement (CMB003),surface,9.095554425626684
2017-08-19,commencement (CMB003),surface,8.994679096579056
2017-08-20,commencement (CMB003),surface,9.095469971257497
2017-08-21,commencement (CMB003),surface,8.846372779672256
2017-08-22,commencement (CMB003),surface,9.070158079802122
2017-08-23,commencement (CMB003),surface,8.8824161866675
2017-08-24,commencement (CMB003),surface,8.59415101446723
2017-08-25,commencement (CMB003),surface,8.341693156863098
2017-08-26,commencement (CMB003),surface,8.302332303586088
2017-08-27,commencement (CMB003),surface,8.292867361288517
2017-08-28,commencement (CMB003),surface,8.348536006604641
2017-08-29,commencement (CMB003),surface,8.50219741823624
2017-08-30,commencement (CMB003),surface,8.534520017159016
2017-08-31,commencement (CMB003),surface,8.187532263527093
2017-09-01,commencement (CMB003),surface,8.164582577232634
2017-09-02,commencement (CMB003),surface,8.48571799210254
2017-09-03,commencement (CMB003),surface,8.67421528717194
2017-09-04,commencement (CMB003),surface,8.793866198931395
2017-09-05,commencement (CMB003),surface,8.664589215422419
2017-09-06,commencement (CMB003),surface,8.688219166161169
2017-09-07,commencement (CMB003),surface,8.478491512404124
2017-09-08,commencement (CMB003),surface,8.362758979863784
2017-09-09,commencement (CMB003),surface,7.873965247567112
2017-09-10,commencement (CMB003),surface,7.315932682340843
2017-09-11,commencement (CMB003),surface,7.323316671302675
2017-09-12,commencement (CMB003),surface,7.230980976962498
2017-09-13,commencement (CMB003),surface,7.449176496547245
2017-09-14,commencement (CMB003),surface,7.378615999643586
2017-09-15,commencement (CMB003),surface,7.804169979019321
2017-09-16,commencement (CMB003),surface,7.7184303902353175
2017-09-17,commencement (CMB003),surface,7.58635271089457
2017-09-18,commencement (CMB003),surface,7.453600800431853
2017-09-19,commencement (CMB003),surface,7.014172167777082
2017-09-20,commencement (CMB003),surface,6.9153110332012595
2017-09-21,commencement (CMB003),surface,6.797768157582497
2017-09-22,commencement (CMB003),surface,6.633765607953566
2017-09-23,commencement (CMB003),surface,6.585173431514783
2017-09-24,commencement (CMB003),surface,6.516593709351592
2017-09-25,commencement (CMB003),surface,6.58470005357985
2017-09-26,commencement (CMB003),surface,6.6730618684615655
2017-09-27,commencement (CMB003),surface,6.748666718236814
2017-09-28,commencement (CMB003),surface,6.916733509284501
2017-09-29,commencement (CMB003),surface,7.381579839397049
2017-09-30,commencement (CMB003),surface,7.448513099762828
2017-10-01,commencement (CMB003),surface,7.090052101059089
2017-10-02,commencement (CMB003),surface,6.804401399177538
2017-10-03,commencement (CMB003),surface,7.301840669194179
2017-10-04,commencement (CMB003),surface,7.109756500007791
2017-10-05,commencement (CMB003),surface,7.002049406263547
2017-10-06,commencement (CMB003),surface,7.023635060818259
2017-10-07,commencement (CMB003),surface,7.333883741132042
2017-10-08,commencement (CMB003),surface,7.158322770535273
2017-10-09,commencement (CMB003),surface,7.05857204623585
2017-10-10,commencement (CMB003),surface,6.9907967748428925
2017-10-11,commencement (CMB003),surface,7.094675911092566
2017-10-12,commencement (CMB003),surface,7.01184501339164
2017-10-13,commencement (CMB003),surface,6.99822773953933
2017-10-14,commencement (CMB003),surface,6.5486046060234075
2017-10-15,commencement (CMB003),surface,6.420413439702417
2017-10-16,commencement (CMB003),surface,6.433801015225054
2017-10-17,commencement (CMB003),surface,6.596112440704246
2017-10-18,commencement (CMB003),surface,6.328871891382944
2017-10-19,commencement (CMB003),surface,6.488117294248281
2017-10-20,commencement (CMB003),surface,6.481435449939989
2017-10-21,commencement (CMB003),surface,6.558287266911366
2017-10-22,commencement (CMB003),surface,6.8342581476005035
2017-10-23,commencement (CMB003),surface,6.868339576722861
2017-10-24,commencement (CMB003),surface,6.849961163441962
2017-10-25,commencement (CMB003),surface,7.047404105987655
2017-10-26,commencement (CMB003),surface,6.956203743657649
2017-10-27,commencement (CMB003),surface,7.413726820841234
2017-10-28,commencement (CMB003),surface,7.6589166169085
2017-10-29,commencement (CMB003),surface,7.461425676365437
2017-10-30,commencement (CMB003),surface,8.010921212463884
2017-10-31,commencement (CMB003),surface,8.200910147819293
2017-11-01,commencement (CMB003),surface,7.998056169471901
2017-11-02,commencement (CMB003),surface,7.604489890531657
2017-11-03,commencement (CMB003),surface,6.917822478732057
2017-11-04,commencement (CMB003),surface,7.543742973848256
2017-11-05,commencement (CMB003),surface,7.284291934160394
2017-11-06,commencement (CMB003),surface,7.407466462368918
2017-11-07,commencement (CMB003),surface,7.367395742235238
2017-11-08,commencement (CMB003),surface,7.277243030890631
2017-11-09,commencement (CMB003),surface,7.175086779786022
2017-11-10,commencement (CMB003),surface,6.976775861972019
2017-11-11,commencement (CMB003),surface,6.887904671042084
2017-11-12,commencement (CMB003),surface,6.686530648349873
2017-11-13,commencement (CMB003),surface,6.481975537949462
2017-11-14,commencement (CMB003),surface,6.347861443175752
2017-11-15,commencement (CMB003),surface,6.403017548985925
2017-11-16,commencement (CMB003),surface,6.455123032526774
2017-11-17,commencement (CMB003),surface,6.6841377317168735
2017-11-18,commencement (CMB003),surface,6.724290603172606
2017-11-19,commencement (CMB003),surface,6.759805185395953
2017-11-20,commencement (CMB003),surface,6.670345878737263
2017-11-21,commencement (CMB003),surface,6.758239646205213
2017-11-22,commencement (CMB003),surface,7.042616095069197
2017-11-23,commencement (CMB003),surface,7.1441146788113095
2017-11-24,commencement (CMB003),surface,7.4476375394940035
2017-11-25,commencement (CMB003),surface,7.311431710157526
2017-11-26,commencement (CMB003),surface,7.41903645910127
2017-11-27,commencement (CMB003),surface,7.4222494501019805
2017-11-28,commencement (CMB003),surface,7.2678010288454615
2017-11-29,commencement (CMB003),surface,7.274230711241235
2017-11-30,commencement (CMB003),surface,7.0519036943373266
2017-12-01,commencement (CMB003),surface,7.164611884206053
2017-12-02,commencement (CMB003),surface,6.985383336565318
2017-12-03,commencement (CMB003),surface,7.112336354321725
2017-12-04,commencement (CMB003),surface,7.098899832377141
2017-12-05,commencement (CMB003),surface,7.2403335576299215
2017-12-06,commencement (CMB003),surface,7.774030872775119
2017-12-07,commencement (CMB003),surface,7.841477450362022
2017-12-08,commencement (CMB003),surface,7.908786139248063
2017-12-09,commencement (CMB003),surface,7.845596686167629
2017-12-10,commencement (CMB003),surface,7.849287202720931
2017-12-11,commencement (CMB003),surface,7.79967373487373
2017-12-12,commencement (CMB003),surface,7.771697284091775
2017-12-13,commencement (CMB003),surface,7.613486799585397
2017-12-14,commencement (CMB003),surface,7.937046804636142
2017-12-15,commencement (CMB003),surface,7.62905351352236
2017-12-16,commencement (CMB003),surface,7.592816466684872
2017-12-17,commencement (CMB003),surface,7.617122898232607
2017-12-18,commencement (CMB003),surface,7.782234626654588
2017-12-19,commencement (CMB003),surface,7.698997324943914
2017-12-20,commencement (CMB003),surface,7.859379038487502
2017-12-21,commencement (CMB003),surface,8.241898753529345
2017-12-22,commencement (CMB003),surface,8.024624987437397
2017-12-23,commencement (CMB003),surface,8.425772001738252
2017-12-24,commencement (CMB003),surface,8.590863972215542
2017-12-25,commencement (CMB003),surface,8.278290051306485
2017-12-26,commencement (CMB003),surface,8.251798757149952
2017-12-27,commencement (CMB003),surface,8.213697168956402
2017-12-28,commencement (CMB003),surface,8.124899174531535
2017-12-29,commencement (CMB003),surface,8.16391192756199
2017-12-30,commencement (CMB003),surface,8.499997272406448
2017-12-31,commencement (CMB003),surface,8.353677622809375
2017-01-01,commencement (CMB003),bottom,5.260815620422363
2017-01-02,commencement (CMB003),bottom,5.321113109588623
2017-01-03,commencement (CMB003),bottom,5.359361171722412
2017-01-04,commencement (CMB003),bottom,5.389254093170166
2017-01-05,commencement (CMB003),bottom,5.403925895690918
2017-01-06,commencement (CMB003),bottom,5.414005756378174
2017-01-07,commencement (CMB003),bottom,5.3234405517578125
2017-01-08,commencement (CMB003),bottom,5.357304573059082
2017-01-09,commencement (CMB003),bottom,5.3779168128967285
2017-01-10,commencement (CMB003),bottom,5.384387493133545
2017-01-11,commencement (CMB003),bottom,5.385056972503662
2017-01-12,commencement (CMB003),bottom,5.450273513793945
2017-01-13,commencement (CMB003),bottom,5.419641971588135
2017-01-14,commencement (CMB003),bottom,5.4253249168396
2017-01-15,commencement (CMB003),bottom,5.450949192047119
2017-01-16,commencement (CMB003),bottom,5.467652320861816
2017-01-17,commencement (CMB003),bottom,5.470512866973877
2017-01-18,commencement (CMB003),bottom,5.486966609954834
2017-01-19,commencement (CMB003),bottom,5.504073143005371
2017-01-20,commencement (CMB003),bottom,5.509517669677734
2017-01-21,commencement (CMB003),bottom,5.49387788772583
2017-01-22,commencement (CMB003),bottom,5.518290042877197
2017-01-23,commencement (CMB003),bottom,5.528599739074707
2017-01-24,commencement (CMB003),bottom,5.551684379577637
2017-01-25,commencement (CMB003),bottom,5.548712730407715
2017-01-26,commencement (CMB003),bottom,5.557448863983154
2017-01-27,commencement (CMB003),bottom,5.612201690673828
2017-01-28,commencement (CMB003),bottom,5.696527004241943
2017-01-29,commencement (CMB003),bottom,5.805840969085693
2017-01-30,commencement (CMB003),bottom,5.851739883422852
2017-01-31,commencement (CMB003),bottom,5.9440412521362305
2017-02-01,commencement (CMB003),bottom,5.987520694732666
2017-02-02,commencement (CMB003),bottom,6.110611915588379
2017-02-03,commencement (CMB003),bottom,6.138530731201172
2017-02-04,commencement (CMB003),bottom,6.17213249206543
2017-02-05,commencement (CMB003),bottom,6.260566711425781
2017-02-06,commencement (CMB003),bottom,6.292190074920654
2017-02-07,commencement (CMB003),bottom,6.347652435302734
2017-02-08,commencement (CMB003),bottom,6.3653035163879395
2017-02-09,commencement (CMB003),bottom,6.374826431274414
2017-02-10,commencement (CMB003),bottom,6.409850120544434
2017-02-11,commencement (CMB003),bottom,6.432915210723877
2017-02-12,commencement (CMB003),bottom,6.457087516784668
2017-02-13,commencement (CMB003),bottom,6.479027271270752
2017-02-14,commencement (CMB003),bottom,6.5216569900512695
2017-02-15,commencement (CMB003),bottom,6.563457489013672
2017-02-16,commencement (CMB003),bottom,6.601541042327881
2017-02-17,commencement (CMB003),bottom,6.631326675415039
2017-02-18,commencement (CMB003),bottom,6.64110803604126
2017-02-19,commencement (CMB003),bottom,6.644077301025391
2017-02-20,commencement (CMB003),bottom,6.6751790046691895
2017-02-21,commencement (CMB003),bottom,6.672706127166748
2017-02-22,commencement (CMB003),bottom,6.679108142852783
2017-02-23,commencement (CMB003),bottom,6.6901140213012695
2017-02-24,commencement (CMB003),bottom,6.7062578201293945
2017-02-25,commencement (CMB003),bottom,6.724205017089844
2017-02-26,commencement (CMB003),bottom,6.738313674926758
2017-02-27,commencement (CMB003),bottom,6.729030609130859
2017-02-28,commencement (CMB003),bottom,6.7799811363220215
2017-03-01,commencement (CMB003),bottom,6.827387809753418
2017-03-02,commencement (CMB003),bottom,6.844602108001709
2017-03-03,commencement (CMB003),bottom,6.8761982917785645
2017-03-04,commencement (CMB003),bottom,6.899982452392578
2017-03-05,commencement (CMB003),bottom,6.919393539428711
2017-03-06,commencement (CMB003),bottom,6.9552483558654785
2017-03-07,commencement (CMB003),bottom,6.980976104736328
2017-03-08,commencement (CMB003),bottom,6.98121976852417
2017-03-09,commencement (CMB003),bottom,6.993730068206787
2017-03-10,commencement (CMB003),bottom,6.998856067657471
2017-03-11,commencement (CMB003),bottom,7.00338888168335
2017-03-12,commencement (CMB003),bottom,7.013148784637451
2017-03-13,commencement (CMB003),bottom,7.020986557006836
2017-03-14,commencement (CMB003),bottom,7.038817405700684
2017-03-15,commencement (CMB003),bottom,7.067570209503174
2017-03-16,commencement (CMB003),bottom,7.094063758850098
2017-03-17,commencement (CMB003),bottom,7.121335506439209
2017-03-18,commencement (CMB003),bottom,7.116842269897461
2017-03-19,commencement (CMB003),bottom,7.148400783538818
2017-03-20,commencement (CMB003),bottom,7.182326316833496
2017-03-21,commencement (CMB003),bottom,7.16328763961792
2017-03-22,commencement (CMB003),bottom,7.100776672363281
2017-03-23,commencement (CMB003),bottom,7.118206977844238
2017-03-24,commencement (CMB003),bottom,7.15106201171875
2017-03-25,commencement (CMB003),bottom,7.175638198852539
2017-03-26,commencement (CMB003),bottom,7.186398983001709
2017-03-27,commencement (CMB003),bottom,7.196287631988525
2017-03-28,commencement (CMB003),bottom,7.207284450531006
2017-03-29,commencement (CMB003),bottom,7.20196533203125
2017-03-30,commencement (CMB003),bottom,7.206274032592773
2017-03-31,commencement (CMB003),bottom,7.256619453430176
2017-04-01,commencement (CMB003),bottom,7.308207035064697
2017-04-02,commencement (CMB003),bottom,7.285552501678467
2017-04-03,commencement (CMB003),bottom,7.291026592254639
2017-04-04,commencement (CMB003),bottom,7.290607929229736
2017-04-05,commencement (CMB003),bottom,7.260810852050781
2017-04-06,commencement (CMB003),bottom,7.263996601104736
2017-04-07,commencement (CMB003),bottom,7.255350112915039
2017-04-08,commencement (CMB003),bottom,7.257299900054932
2017-04-09,commencement (CMB003),bottom,7.252377510070801
2017-04-10,commencement (CMB003),bottom,7.269257545471191
2017-04-11,commencement (CMB003),bottom,7.302788734436035
2017-04-12,commencement (CMB003),bottom,7.30380916595459
2017-04-13,commencement (CMB003),bottom,7.305657386779785
2017-04-14,commencement (CMB003),bottom,7.264486312866211
2017-04-15,commencement (CMB003),bottom,7.248061656951904
2017-04-16,commencement (CMB003),bottom,7.255321502685547
2017-04-17,commencement (CMB003),bottom,7.27630090713501
2017-04-18,commencement (CMB003),bottom,7.258968353271484
2017-04-19,commencement (CMB003),bottom,7.20506477355957
2017-04-20,commencement (CMB003),bottom,7.187389850616455
2017-04-21,commencement (CMB003),bottom,7.186270713806152
2017-04-22,commencement (CMB003),bottom,7.175992965698242
2017-04-23,commencement (CMB003),bottom,7.188567161560059
2017-04-24,commencement (CMB003),bottom,7.157685279846191
2017-04-25,commencement (CMB003),bottom,7.140914440155029
2017-04-26,commencement (CMB003),bottom,7.144794940948486
2017-04-27,commencement (CMB003),bottom,7.138720989227295
2017-04-28,commencement (CMB003),bottom,7.137543678283691
2017-04-29,commencement (CMB003),bottom,7.141247272491455
2017-04-30,commencement (CMB003),bottom,7.1208062171936035
2017-05-01,commencement (CMB003),bottom,7.0950517654418945
2017-05-02,commencement (CMB003),bottom,7.09684944152832
2017-05-03,commencement (CMB003),bottom,7.098973751068115
2017-05-04,commencement (CMB003),bottom,7.078285217285156
2017-05-05,commencement (CMB003),bottom,7.074052333831787
2017-05-06,commencement (CMB003),bottom,7.054596900939941
2017-05-07,commencement (CMB003),bottom,7.03509521484375
2017-05-08,commencement (CMB003),bottom,7.0378313064575195
2017-05-09,commencement (CMB003),bottom,7.005136489868164
2017-05-10,commencement (CMB003),bottom,6.980342388153076
2017-05-11,commencement (CMB003),bottom,6.980756759643555
2017-05-12,commencement (CMB003),bottom,6.991672992706299
2017-05-13,commencement (CMB003),bottom,6.966026782989502
2017-05-14,commencement (CMB003),bottom,6.967810153961182
2017-05-15,commencement (CMB003),bottom,6.947086334228516
2017-05-16,commencement (CMB003),bottom,6.927586078643799
2017-05-17,commencement (CMB003),bottom,6.897934913635254
2017-05-18,commencement (CMB003),bottom,6.8761420249938965
2017-05-19,commencement (CMB003),bottom,6.846685409545898
2017-05-20,commencement (CMB003),bottom,6.837072849273682
2017-05-21,commencement (CMB003),bottom,6.824855804443359
2017-05-22,commencement (CMB003),bottom,6.79639196395874
2017-05-23,commencement (CMB003),bottom,6.769841194152832
2017-05-24,commencement (CMB003),bottom,6.735448837280273
2017-05-25,commencement (CMB003),bottom,6.685056209564209
2017-05-26,commencement (CMB003),bottom,6.650442600250244
2017-05-27,commencement (CMB003),bottom,6.636702537536621
2017-05-28,commencement (CMB003),bottom,6.643551826477051
2017-05-29,commencement (CMB003),bottom,6.634445667266846
2017-05-30,commencement (CMB003),bottom,6.612428665161133
2017-05-31,commencement (CMB003),bottom,6.539742469787598
2017-06-01,commencement (CMB003),bottom,6.510852813720703
2017-06-02,commencement (CMB003),bottom,6.475943565368652
2017-06-03,commencement (CMB003),bottom,6.475893020629883
2017-06-04,commencement (CMB003),bottom,6.472212314605713
2017-06-05,commencement (CMB003),bottom,6.415467739105225
2017-06-06,commencement (CMB003),bottom,6.3731842041015625
2017-06-07,commencement (CMB003),bottom,6.361031532287598
2017-06-08,commencement (CMB003),bottom,6.371338367462158
2017-06-09,commencement (CMB003),bottom,6.339554786682129
2017-06-10,commencement (CMB003),bottom,6.3026251792907715
2017-06-11,commencement (CMB003),bottom,6.284402370452881
2017-06-12,commencement (CMB003),bottom,6.276668548583984
2017-06-13,commencement (CMB003),bottom,6.249297142028809
2017-06-14,commencement (CMB003),bottom,6.212320804595947
2017-06-15,commencement (CMB003),bottom,6.17417049407959
2017-06-16,commencement (CMB003),bottom,6.151313781738281
2017-06-17,commencement (CMB003),bottom,6.126613616943359
2017-06-18,commencement (CMB003),bottom,6.090262413024902
2017-06-19,commencement (CMB003),bottom,6.068033695220947
2017-06-20,commencement (CMB003),bottom,6.045915603637695
2017-06-21,commencement (CMB003),bottom,6.028203010559082
2017-06-22,commencement (CMB003),bottom,5.998274803161621
2017-06-23,commencement (CMB003),bottom,5.97453498840332
2017-06-24,commencement (CMB003),bottom,5.963047981262207
2017-06-25,commencement (CMB003),bottom,5.935491561889648
2017-06-26,commencement (CMB003),bottom,5.934765338897705
2017-06-27,commencement (CMB003),bottom,5.919569492340088
2017-06-28,commencement (CMB003),bottom,5.881777286529541
2017-06-29,commencement (CMB003),bottom,5.863781452178955
2017-06-30,commencement (CMB003),bottom,5.847287654876709
2017-07-01,commencement (CMB003),bottom,5.8089470863342285
2017-07-02,commencement (CMB003),bottom,5.802257061004639
2017-07-03,commencement (CMB003),bottom,5.747898101806641
2017-07-04,commencement (CMB003),bottom,5.706162452697754
2017-07-05,commencement (CMB003),bottom,5.6768412590026855
2017-07-06,commencement (CMB003),bottom,5.666387557983398
2017-07-07,commencement (CMB003),bottom,5.623698711395264
2017-07-08,commencement (CMB003),bottom,5.582787990570068
2017-07-09,commencement (CMB003),bottom,5.549180030822754
2017-07-10,commencement (CMB003),bottom,5.5153326988220215
2017-07-11,commencement (CMB003),bottom,5.473019599914551
2017-07-12,commencement (CMB003),bottom,5.428269386291504
2017-07-13,commencement (CMB003),bottom,5.388724327087402
2017-07-14,commencement (CMB003),bottom,5.366677284240723
2017-07-15,commencement (CMB003),bottom,5.32051944732666
2017-07-16,commencement (CMB003),bottom,5.320372581481934
2017-07-17,commencement (CMB003),bottom,5.262899875640869
2017-07-18,commencement (CMB003),bottom,5.266843795776367
2017-07-19,commencement (CMB003),bottom,5.225594520568848
2017-07-20,commencement (CMB003),bottom,5.178552150726318
2017-07-21,commencement (CMB003),bottom,5.154015064239502
2017-07-22,commencement (CMB003),bottom,5.109434127807617
2017-07-23,commencement (CMB003),bottom,5.069906234741211
2017-07-24,commencement (CMB003),bottom,5.048962593078613
2017-07-25,commencement (CMB003),bottom,5.0014753341674805
2017-07-26,commencement (CMB003),bottom,4.985255241394043
2017-07-27,commencement (CMB003),bottom,4.950186252593994
2017-07-28,commencement (CMB003),bottom,4.909185409545898
2017-07-29,commencement (CMB003),bottom,4.892301559448242
2017-07-30,commencement (CMB003),bottom,4.936211109161377
2017-07-31,commencement (CMB003),bottom,4.929415702819824
2017-08-01,commencement (CMB003),bottom,4.898932933807373
2017-08-02,commencement (CMB003),bottom,4.856901168823242
2017-08-03,commencement (CMB003),bottom,4.823460578918457
2017-08-04,commencement (CMB003),bottom,4.774490833282471
2017-08-05,commencement (CMB003),bottom,4.753800868988037
2017-08-06,commencement (CMB003),bottom,4.681336879730225
2017-08-07,commencement (CMB003),bottom,4.675391674041748
2017-08-08,commencement (CMB003),bottom,4.666032314300537
2017-08-09,commencement (CMB003),bottom,4.697351455688477
2017-08-10,commencement (CMB003),bottom,4.668552398681641
2017-08-11,commencement (CMB003),bottom,4.624756336212158
2017-08-12,commencement (CMB003),bottom,4.5717620849609375
2017-08-13,commencement (CMB003),bottom,4.538491725921631
2017-08-14,commencement (CMB003),bottom,4.52834939956665
2017-08-15,commencement (CMB003),bottom,4.49587345123291
2017-08-16,commencement (CMB003),bottom,4.485650062561035
2017-08-17,commencement (CMB003),bottom,4.46954345703125
2017-08-18,commencement (CMB003),bottom,4.440585136413574
2017-08-19,commencement (CMB003),bottom,4.417000770568848
2017-08-20,commencement (CMB003),bottom,4.387366771697998
2017-08-21,commencement (CMB003),bottom,4.365477561950684
2017-08-22,commencement (CMB003),bottom,4.342920303344727
2017-08-23,commencement (CMB003),bottom,4.318509101867676
2017-08-24,commencement (CMB003),bottom,4.329339981079102
2017-08-25,commencement (CMB003),bottom,4.338868141174316
2017-08-26,commencement (CMB003),bottom,4.373269557952881
2017-08-27,commencement (CMB003),bottom,4.381804943084717
2017-08-28,commencement (CMB003),bottom,4.4189605712890625
2017-08-29,commencement (CMB003),bottom,4.407312870025635
2017-08-30,commencement (CMB003),bottom,4.38331413269043
2017-08-31,commencement (CMB003),bottom,4.38107967376709
2017-09-01,commencement (CMB003),bottom,4.354973316192627
2017-09-02,commencement (CMB003),bottom,4.361408233642578
2017-09-03,commencement (CMB003),bottom,4.318200588226318
2017-09-04,commencement (CMB003),bottom,4.278931617736816
2017-09-05,commencement (CMB003),bottom,4.387128829956055
2017-09-06,commencement (CMB003),bottom,4.39840841293335
2017-09-07,commencement (CMB003),bottom,4.355473041534424
2017-09-08,commencement (CMB003),bottom,4.282059192657471
2017-09-09,commencement (CMB003),bottom,4.272380352020264
2017-09-10,commencement (CMB003),bottom,4.2868428230285645
2017-09-11,commencement (CMB003),bottom,4.27361536026001
2017-09-12,commencement (CMB003),bottom,4.256175518035889
2017-09-13,commencement (CMB003),bottom,4.249339580535889
2017-09-14,commencement (CMB003),bottom,4.238096714019775
2017-09-15,commencement (CMB003),bottom,4.2393012046813965
2017-09-16,commencement (CMB003),bottom,4.2278289794921875
2017-09-17,commencement (CMB003),bottom,4.200323104858398
2017-09-18,commencement (CMB003),bottom,4.205453395843506
2017-09-19,commencement (CMB003),bottom,4.1886820793151855
2017-09-20,commencement (CMB003),bottom,4.201658725738525
2017-09-21,commencement (CMB003),bottom,4.224293231964111
2017-09-22,commencement (CMB003),bottom,4.242434501647949
2017-09-23,commencement (CMB003),bottom,4.260858535766602
2017-09-24,commencement (CMB003),bottom,4.288917064666748
2017-09-25,commencement (CMB003),bottom,4.3032917976379395
2017-09-26,commencement (CMB003),bottom,4.314367771148682
2017-09-27,commencement (CMB003),bottom,4.319148540496826
2017-09-28,commencement (CMB003),bottom,4.309560775756836
2017-09-29,commencement (CMB003),bottom,4.299241065979004
2017-09-30,commencement (CMB003),bottom,4.302141189575195
2017-10-01,commencement (CMB003),bottom,4.308432579040527
2017-10-02,commencement (CMB003),bottom,4.300534248352051
2017-10-03,commencement (CMB003),bottom,4.274713516235352
2017-10-04,commencement (CMB003),bottom,4.251542568206787
2017-10-05,commencement (CMB003),bottom,4.254805088043213
